Wavelength (nm),% Transmission,Optical Density
928,0.01489,3.82699
927,0.0164,3.7851
926,0.01416,3.84902
925,0.01368,3.86406
924,0.01417,3.84861
923,0.01619,3.79067
922,0.0177,3.75206
921,0.0139,3.85698
920,0.01614,3.7921
919,0.01634,3.78674
918,0.01279,3.89328
917,0.01342,3.87234
916,0.0134,3.87299
915,0.01653,3.7817
914,0.01346,3.87094
913,0.01505,3.82255
912,0.0143,3.84471
911,0.01584,3.80023
910,0.01398,3.85449
909,0.01522,3.81761
908,0.01402,3.85331
907,0.01624,3.78932
906,0.01517,3.81898
905,0.01356,3.86772
904,0.0141,3.85065
903,0.01635,3.78655
902,0.0141,3.85079
901,0.01762,3.75401
900,0.01348,3.87016
899,0.01656,3.78085
898,0.01408,3.85128
897,0.0154,3.81243
896,0.01648,3.78313
895,0.01577,3.80209
894,0.01544,3.8114
893,0.01665,3.77856
892,0.01406,3.8521
891,0.01432,3.8441
890,0.01785,3.74827
889,0.01276,3.89413
888,0.01623,3.78967
887,0.01465,3.83424
886,0.01713,3.76616
885,0.01679,3.77498
884,0.01646,3.78365
883,0.01795,3.74583
882,0.01899,3.72139
881,0.0189,3.72358
880,0.02097,3.6785
879,0.02049,3.68855
878,0.02099,3.67793
877,0.02217,3.65424
876,0.02341,3.63053
875,0.02537,3.59562
874,0.02886,3.53971
873,0.03336,3.47673
872,0.04137,3.38328
871,0.04835,3.3156
870,0.06223,3.20601
869,0.08479,3.07167
868,0.11236,2.94937
867,0.16441,2.78407
866,0.24446,2.61179
865,0.39078,2.40807
864,0.65641,2.18283
863,1.21821,1.91428
862,2.39607,1.6205
861,4.66336,1.3313
860,8.69973,1.06049
859,14.71515,0.83224
858,22.62912,0.64533
857,31.85312,0.49685
856,41.97504,0.37701
855,51.17546,0.29094
854,58.27634,0.23451
853,64.02815,0.19363
852,67.7871,0.16885
851,70.64726,0.1509
850,69.29237,0.15931
849,66.71535,0.17577
848,62.15013,0.20656
847,55.56601,0.25519
846,46.98786,0.32801
845,37.70693,0.42358
844,28.16544,0.55028
843,19.67631,0.70606
842,12.9411,0.88803
841,7.70807,1.11305
840,4.18869,1.37792
839,2.12048,1.67357
838,1.09139,1.96202
837,0.57779,2.23823
836,0.33658,2.47292
835,0.21259,2.67246
834,0.14044,2.85252
833,0.09883,3.00511
832,0.07089,3.1494
831,0.05401,3.26753
830,0.04358,3.36074
829,0.03608,3.44273
828,0.03094,3.50955
827,0.02515,3.59948
826,0.02493,3.6032
825,0.02283,3.64147
824,0.02076,3.68285
823,0.01981,3.70311
822,0.01973,3.70496
821,0.01859,3.73083
820,0.01828,3.73793
819,0.01718,3.76494
818,0.01695,3.77082
817,0.01593,3.79768
816,0.01498,3.82443
815,0.01654,3.78149
814,0.01592,3.79813
813,0.01719,3.76472
812,0.01439,3.842
811,0.01566,3.80515
810,0.01725,3.76322
809,0.01763,3.75373
808,0.01406,3.85203
807,0.01495,3.82531
806,0.01428,3.84539
805,0.01482,3.82901
804,0.01604,3.79485
803,0.01748,3.75745
802,0.01575,3.80277
801,0.01151,3.93881
800,0.01024,3.98978
799,1.61E-04,5.79278
798,3.61E-04,5.44204
797,1.65E-05,6.78316
796,1.17E-04,5.93044
795,4.26E-04,5.3707
794,5.15E-05,6.2882
793,1.29E-04,5.88875
792,1.04E-04,5.98249
791,4.47E-05,6.3496
790,2.92E-04,5.5347
789,8.77E-05,6.05684
788,5.91E-05,6.22833
787,8.22E-05,6.08491
786,7.86E-05,6.10466
785,2.83E-04,5.54807
784,1.61E-04,5.79316
783,5.33E-05,6.27299
782,8.35E-06,7.07857
781,8.51E-05,6.07005
780,3.99E-04,5.39951
779,8.85E-05,6.05298
778,1.52E-04,5.81812
777,4.99E-05,6.30193
776,4.69E-05,6.32901
775,2.37E-04,5.62497
774,1.41E-04,5.85127
773,1.86E-04,5.72941
772,7.77E-05,6.10942
771,1.26E-04,5.90088
770,5.75E-05,6.24021
769,1.89E-04,5.72293
768,2.33E-04,5.63214
767,1.07E-04,5.97016
766,1.64E-04,5.78466
765,4.97E-06,7.30367
764,5.99E-05,6.22241
763,1.28E-04,5.89411
762,8.46E-05,6.07259
761,1.33E-04,5.87487
760,1.40E-04,5.85534
759,1.05E-04,5.97723
758,3.19E-05,6.49553
757,2.39E-05,6.6212
756,2.22E-04,5.65276
755,1.65E-04,5.78344
754,1.09E-04,5.96419
753,5.92E-05,6.22787
752,1.01E-04,5.99593
751,4.50E-06,7.34663
750,2.74E-04,5.56182
749,4.62E-05,6.33558
748,3.04E-04,5.51654
747,1.88E-04,5.72618
746,2.76E-04,5.55856
745,1.69E-05,6.77332
744,9.16E-05,6.03822
743,1.66E-04,5.78072
742,7.34E-05,6.1343
741,5.88E-05,6.23063
740,2.08E-04,5.68201
739,1.28E-04,5.89301
738,6.10E-05,6.21464
737,1.72E-04,5.76439
736,2.47E-04,5.60796
735,5.21E-05,6.28303
734,2.30E-04,5.63766
733,1.09E-04,5.96106
732,2.92E-05,6.53407
731,8.22E-05,6.08531
730,1.55E-04,5.81035
729,7.35E-05,6.13381
728,7.67E-06,7.11536
727,3.16E-04,5.50096
726,1.40E-04,5.85313
725,1.42E-05,6.84837
724,1.12E-04,5.95138
723,1.01E-04,5.99406
722,3.37E-05,6.47178
721,2.11E-05,6.67595
720,1.61E-04,5.79221
719,5.95E-05,6.22582
718,1.05E-04,5.97944
717,6.27E-05,6.20288
716,1.80E-05,6.74432
715,1.57E-04,5.80463
714,1.72E-04,5.76358
713,1.10E-04,5.95819
712,1.35E-04,5.86817
711,1.32E-04,5.87884
710,2.09E-05,6.6791
709,7.19E-06,7.1432
708,3.34E-05,6.47661
707,6.07E-05,6.21707
706,5.46E-06,7.26283
705,2.47E-04,5.60648
704,3.64E-06,7.43862
703,7.73E-05,6.11166
702,3.87E-05,6.41279
701,1.33E-04,5.87456
700,1.35E-04,5.87032
699,1.29E-04,5.88944
698,9.19E-05,6.03682
697,4.33E-05,6.364
696,2.47E-04,5.60809
695,1.29E-04,5.88965
694,8.34E-05,6.07877
693,1.07E-05,6.96892
692,7.43E-05,6.12916
691,1.76E-04,5.75443
690,8.57E-05,6.06717
689,2.07E-04,5.68484
688,8.81E-05,6.05497
687,1.17E-04,5.93324
686,2.24E-05,6.65045
685,1.50E-04,5.82316
684,8.27E-06,7.08248
683,2.49E-05,6.60331
682,1.14E-04,5.94221
681,2.04E-04,5.69066
680,9.20E-05,6.03626
679,9.01E-05,6.04549
678,1.76E-04,5.75447
677,5.83E-05,6.23442
676,5.98E-05,6.22362
675,5.59E-06,7.25275
674,7.05E-05,6.15172
673,7.32E-05,6.13556
672,4.11E-05,6.38581
671,5.70E-05,6.24426
670,2.86E-04,5.54383
669,4.00E-06,7.39815
668,2.04E-05,6.69017
667,1.95E-04,5.71099
666,1.59E-04,5.79762
665,6.58E-05,6.18154
664,1.64E-04,5.78484
663,2.14E-04,5.67021
662,6.65E-05,6.17747
661,1.89E-04,5.72309
660,2.52E-04,5.59902
659,3.19E-05,6.49619
658,2.65E-05,6.57719
657,1.64E-04,5.78491
656,1.12E-04,5.95016
655,1.16E-04,5.93661
654,2.00E-04,5.69972
653,1.55E-04,5.8092
652,1.55E-04,5.80878
651,1.18E-05,6.92823
650,1.33E-04,5.87531
649,3.08E-04,5.51145
648,5.21E-05,6.28355
647,1.43E-04,5.84463
646,9.63E-05,6.01637
645,2.95E-04,5.52996
644,3.37E-04,5.47291
643,1.01E-04,5.99477
642,7.99E-05,6.09743
641,4.99E-05,6.30152
640,1.67E-04,5.77831
639,1.32E-05,6.87855
638,1.17E-05,6.93249
637,1.65E-04,5.78122
636,1.43E-04,5.84439
635,1.28E-04,5.89444
634,1.76E-05,6.75492
633,5.89E-05,6.23
632,2.02E-05,6.69373
631,1.71E-04,5.76769
630,2.83E-04,5.54853
629,1.30E-04,5.88459
628,5.58E-04,5.25349
627,7.41E-04,5.12993
626,0.00166,4.78073
625,0.0029,4.53704
624,0.00512,4.29059
623,0.00925,4.03381
